window,window_mid,feature_i,feature_j,corr,sd_i
2021-2023,2022.0,ftm,ftm,1.0,2.107
2021-2023,2022.0,ftm,ft_miss,0.5815,2.107
2021-2023,2022.0,ftm,orb,0.0169,2.107
2021-2023,2022.0,ftm,drb,0.2313,2.107
2021-2023,2022.0,ftm,ast,0.3694,2.107
2021-2023,2022.0,ftm,tov,0.6124,2.107
2021-2023,2022.0,ftm,stl,-0.0643,2.107
2021-2023,2022.0,ftm,blk,0.0339,2.107
2021-2023,2022.0,ftm,pf,-0.1356,2.107
2021-2023,2022.0,ft_miss,fg3m,-0.4382,0.6515
2021-2023,2022.0,ft_miss,fg3_miss,-0.3909,0.6515
2021-2023,2022.0,ft_miss,fg2m,0.6503,0.6515
2021-2023,2022.0,ft_miss,fg2_miss,0.4733,0.6515
2021-2023,2022.0,ft_miss,ftm,0.5815,0.6515
2021-2023,2022.0,ft_miss,ft_miss,1.0,0.6515
2021-2023,2022.0,ft_miss,orb,0.4776,0.6515
2021-2023,2022.0,ft_miss,drb,0.5219,0.6515
2021-2023,2022.0,ft_miss,ast,0.093,0.6515
2021-2023,2022.0,ft_miss,tov,0.4472,0.6515
2021-2023,2022.0,ft_miss,stl,-0.063,0.6515
2021-2023,2022.0,ft_miss,blk,0.3642,0.6515
2021-2023,2022.0,ft_miss,pf,0.2138,0.6515
2021-2023,2022.0,orb,fg3m,-0.6757,1.5528
2021-2023,2022.0,orb,fg3_miss,-0.6937,1.5528
2021-2023,2022.0,orb,fg2m,0.3696,1.5528
2021-2023,2022.0,orb,fg2_miss,0.0274,1.5528
2021-2023,2022.0,orb,ftm,0.0169,1.5528
2021-2023,2022.0,orb,ft_miss,0.4776,1.5528
2021-2023,2022.0,orb,orb,1.0,1.5528
2021-2023,2022.0,orb,drb,0.6795,1.5528
2021-2023,2022.0,orb,ast,-0.3207,1.5528
2021-2023,2022.0,orb,tov,-0.0331,1.5528
2021-2023,2022.0,orb,stl,-0.0851,1.5528
2021-2023,2022.0,orb,blk,0.6506,1.5528
2021-2023,2022.0,orb,pf,0.5332,1.5528
2021-2023,2022.0,drb,fg3m,-0.4299,2.6108
2021-2023,2022.0,drb,fg3_miss,-0.4435,2.6108
2021-2023,2022.0,drb,fg2m,0.4809,2.6108
2021-2023,2022.0,drb,fg2_miss,0.2013,2.6108
2021-2023,2022.0,drb,ftm,0.2313,2.6108
2021-2023,2022.0,drb,ft_miss,0.5219,2.6108
2021-2023,2022.0,drb,orb,0.6795,2.6108
2021-2023,2022.0,drb,drb,1.0,2.6108
2021-2023,2022.0,drb,ast,-0.0945,2.6108
2021-2023,2022.0,drb,tov,0.225,2.6108
2021-2023,2022.0,drb,stl,-0.1401,2.6108
2021-2023,2022.0,drb,blk,0.5385,2.6108
2021-2023,2022.0,drb,pf,0.3249,2.6108
2021-2023,2022.0,ast,fg3m,0.1059,2.7953
2021-2023,2022.0,ast,fg3_miss,0.1289,2.7953
2021-2023,2022.0,ast,fg2m,0.2692,2.7953
2021-2023,2022.0,ast,fg2_miss,0.4398,2.7953
2021-2023,2022.0,ast,ftm,0.3694,2.7953
2021-2023,2022.0,ast,ft_miss,0.093,2.7953
2021-2023,2022.0,ast,orb,-0.3207,2.7953
2021-2023,2022.0,ast,drb,-0.0945,2.7953
2021-2023,2022.0,ast,ast,1.0,2.7953
2021-2023,2022.0,ast,tov,0.6968,2.7953
2021-2023,2022.0,ast,stl,0.3312,2.7953
2021-2023,2022.0,ast,blk,-0.3238,2.7953
2021-2023,2022.0,ast,pf,-0.3096,2.7953
2021-2023,2022.0,tov,fg3m,-0.007,1.0008
2021-2023,2022.0,tov,fg3_miss,0.0436,1.0008
2021-2023,2022.0,tov,fg2m,0.5664,1.0008
2021-2023,2022.0,tov,fg2_miss,0.6507,1.0008
2021-2023,2022.0,tov,ftm,0.6124,1.0008
2021-2023,2022.0,tov,ft_miss,0.4472,1.0008
2021-2023,2022.0,tov,orb,-0.0331,1.0008
2021-2023,2022.0,tov,drb,0.225,1.0008
2021-2023,2022.0,tov,ast,0.6968,1.0008
2021-2023,2022.0,tov,tov,1.0,1.0008
2021-2023,2022.0,tov,stl,0.1178,1.0008
2021-2023,2022.0,tov,blk,-0.0563,1.0008
2021-2023,2022.0,tov,pf,-0.0353,1.0008
2021-2023,2022.0,stl,fg3m,-0.071,0.4201
2021-2023,2022.0,stl,fg3_miss,-0.0435,0.4201
2021-2023,2022.0,stl,fg2m,-0.0645,0.4201
2021-2023,2022.0,stl,fg2_miss,0.0245,0.4201
2021-2023,2022.0,stl,ftm,-0.0643,0.4201
2021-2023,2022.0,stl,ft_miss,-0.063,0.4201
2021-2023,2022.0,stl,orb,-0.0851,0.4201
2021-2023,2022.0,stl,drb,-0.1401,0.4201
2021-2023,2022.0,stl,ast,0.3312,0.4201
2021-2023,2022.0,stl,tov,0.1178,0.4201
2021-2023,2022.0,stl,stl,1.0,0.4201
2021-2023,2022.0,stl,blk,-0.0541,0.4201
2021-2023,2022.0,stl,pf,0.0098,0.4201
2021-2023,2022.0,blk,fg3m,-0.4859,0.7605
2021-2023,2022.0,blk,fg3_miss,-0.4978,0.7605
2021-2023,2022.0,blk,fg2m,0.2756,0.7605
2021-2023,2022.0,blk,fg2_miss,-0.0332,0.7605
2021-2023,2022.0,blk,ftm,0.0339,0.7605
2021-2023,2022.0,blk,ft_miss,0.3642,0.7605
2021-2023,2022.0,blk,orb,0.6506,0.7605
2021-2023,2022.0,blk,drb,0.5385,0.7605
2021-2023,2022.0,blk,ast,-0.3238,0.7605
2021-2023,2022.0,blk,tov,-0.0563,0.7605
2021-2023,2022.0,blk,stl,-0.0541,0.7605
2021-2023,2022.0,blk,blk,1.0,0.7605
2021-2023,2022.0,blk,pf,0.4855,0.7605
2021-2023,2022.0,pf,fg3m,-0.4431,1.0865
2021-2023,2022.0,pf,fg3_miss,-0.4081,1.0865
2021-2023,2022.0,pf,fg2m,0.022,1.0865
2021-2023,2022.0,pf,fg2_miss,-0.1572,1.0865
2021-2023,2022.0,pf,ftm,-0.1356,1.0865
2021-2023,2022.0,pf,ft_miss,0.2138,1.0865
2021-2023,2022.0,pf,orb,0.5332,1.0865
2021-2023,2022.0,pf,drb,0.3249,1.0865
2021-2023,2022.0,pf,ast,-0.3096,1.0865
2021-2023,2022.0,pf,tov,-0.0353,1.0865
2021-2023,2022.0,pf,stl,0.0098,1.0865
2021-2023,2022.0,pf,blk,0.4855,1.0865
2021-2023,2022.0,pf,pf,1.0,1.0865
2024-2026,2025.0,fg3m,fg3m,1.0,1.3666
2024-2026,2025.0,fg3m,fg3_miss,0.9335,1.3666
2024-2026,2025.0,fg3m,fg2m,-0.3742,1.3666
2024-2026,2025.0,fg3m,fg2_miss,-0.1544,1.3666
2024-2026,2025.0,fg3m,ftm,0.0193,1.3666
2024-2026,2025.0,fg3m,ft_miss,-0.4394,1.3666
2024-2026,2025.0,fg3m,orb,-0.6744,1.3666
2024-2026,2025.0,fg3m,drb,-0.4413,1.3666
2024-2026,2025.0,fg3m,ast,0.111,1.3666
2024-2026,2025.0,fg3m,tov,0.0185,1.3666
2024-2026,2025.0,fg3m,stl,-0.0706,1.3666
2024-2026,2025.0,fg3m,blk,-0.4301,1.3666
2024-2026,2025.0,fg3m,pf,-0.3939,1.3666
2024-2026,2025.0,fg3_miss,fg3m,0.9335,2.1623
2024-2026,2025.0,fg3_miss,fg3_miss,1.0,2.1623
2024-2026,2025.0,fg3_miss,fg2m,-0.3679,2.1623
2024-2026,2025.0,fg3_miss,fg2_miss,-0.1015,2.1623
2024-2026,2025.0,fg3_miss,ftm,0.0486,2.1623
2024-2026,2025.0,fg3_miss,ft_miss,-0.4012,2.1623
2024-2026,2025.0,fg3_miss,orb,-0.6848,2.1623
2024-2026,2025.0,fg3_miss,drb,-0.4485,2.1623
2024-2026,2025.0,fg3_miss,ast,0.1312,2.1623
2024-2026,2025.0,fg3_miss,tov,0.0814,2.1623
2024-2026,2025.0,fg3_miss,stl,-0.0311,2.1623
2024-2026,2025.0,fg3_miss,blk,-0.4352,2.1623
2024-2026,2025.0,fg3_miss,pf,-0.3693,2.1623
2024-2026,2025.0,fg2m,fg3m,-0.3742,2.5799
2024-2026,2025.0,fg2m,fg3_miss,-0.3679,2.5799
2024-2026,2025.0,fg2m,fg2m,1.0,2.5799
2024-2026,2025.0,fg2m,fg2_miss,0.842,2.5799
2024-2026,2025.0,fg2m,ftm,0.6976,2.5799
2024-2026,2025.0,fg2m,ft_miss,0.6758,2.5799
2024-2026,2025.0,fg2m,orb,0.3156,2.5799
2024-2026,2025.0,fg2m,drb,0.4917,2.5799
2024-2026,2025.0,fg2m,ast,0.29,2.5799
2024-2026,2025.0,fg2m,tov,0.5335,2.5799
2024-2026,2025.0,fg2m,stl,-0.0443,2.5799
2024-2026,2025.0,fg2m,blk,0.2596,2.5799
2024-2026,2025.0,fg2m,pf,-0.0596,2.5799
2024-2026,2025.0,fg2_miss,fg3m,-0.1544,2.0186
2024-2026,2025.0,fg2_miss,fg3_miss,-0.1015,2.0186
2024-2026,2025.0,fg2_miss,fg2m,0.842,2.0186
2024-2026,2025.0,fg2_miss,fg2_miss,1.0,2.0186
2024-2026,2025.0,fg2_miss,ftm,0.7236,2.0186
2024-2026,2025.0,fg2_miss,ft_miss,0.5392,2.0186
2024-2026,2025.0,fg2_miss,orb,0.023,2.0186
2024-2026,2025.0,fg2_miss,drb,0.241,2.0186
2024-2026,2025.0,fg2_miss,ast,0.436,2.0186
2024-2026,2025.0,fg2_miss,tov,0.6545,2.0186
2024-2026,2025.0,fg2_miss,stl,0.0048,2.0186
2024-2026,2025.0,fg2_miss,blk,0.0108,2.0186
2024-2026,2025.0,fg2_miss,pf,-0.1949,2.0186
2024-2026,2025.0,ftm,fg3m,0.0193,2.0449
2024-2026,2025.0,ftm,fg3_miss,0.0486,2.0449
2024-2026,2025.0,ftm,fg2m,0.6976,2.0449
2024-2026,2025.0,ftm,fg2_miss,0.7236,2.0449
2024-2026,2025.0,ftm,ftm,1.0,2.0449
2024-2026,2025.0,ftm,ft_miss,0.6024,2.0449
2024-2026,2025.0,ftm,orb,-0.0493,2.0449
2024-2026,2025.0,ftm,drb,0.2091,2.0449
2024-2026,2025.0,ftm,ast,0.4011,2.0449
2024-2026,2025.0,ftm,tov,0.6171,2.0449
2024-2026,2025.0,ftm,stl,-0.0545,2.0449
2024-2026,2025.0,ftm,blk,0.0149,2.0449
2024-2026,2025.0,ftm,pf,-0.2087,2.0449
2024-2026,2025.0,ft_miss,fg3m,-0.4394,0.5937
2024-2026,2025.0,ft_miss,fg3_miss,-0.4012,0.5937
2024-2026,2025.0,ft_miss,fg2m,0.6758,0.5937
2024-2026,2025.0,ft_miss,fg2_miss,0.5392,0.5937
2024-2026,2025.0,ft_miss,ftm,0.6024,0.5937
2024-2026,2025.0,ft_miss,ft_miss,1.0,0.5937
2024-2026,2025.0,ft_miss,orb,0.4231,0.5937
2024-2026,2025.0,ft_miss,drb,0.4971,0.5937
2024-2026,2025.0,ft_miss,ast,0.1338,0.5937
2024-2026,2025.0,ft_miss,tov,0.4372,0.5937
2024-2026,2025.0,ft_miss,stl,-0.024,0.5937
2024-2026,2025.0,ft_miss,blk,0.3117,0.5937
2024-2026,2025.0,ft_miss,pf,0.1203,0.5937
2024-2026,2025.0,orb,fg3m,-0.6744,1.5509
2024-2026,2025.0,orb,fg3_miss,-0.6848,1.5509
2024-2026,2025.0,orb,fg2m,0.3156,1.5509
2024-2026,2025.0,orb,fg2_miss,0.023,1.5509
2024-2026,2025.0,orb,ftm,-0.0493,1.5509
2024-2026,2025.0,orb,ft_miss,0.4231,1.5509
2024-2026,2025.0,orb,orb,1.0,1.5509
2024-2026,2025.0,orb,drb,0.6815,1.5509
2024-2026,2025.0,orb,ast,-0.3163,1.5509
2024-2026,2025.0,orb,tov,-0.088,1.5509
2024-2026,2025.0,orb,stl,-0.031,1.5509
2024-2026,2025.0,orb,blk,0.5921,1.5509
2024-2026,2025.0,orb,pf,0.4752,1.5509
2024-2026,2025.0,drb,fg3m,-0.4413,2.4984
2024-2026,2025.0,drb,fg3_miss,-0.4485,2.4984
2024-2026,2025.0,drb,fg2m,0.4917,2.4984
2024-2026,2025.0,drb,fg2_miss,0.241,2.4984
2024-2026,2025.0,drb,ftm,0.2091,2.4984
2024-2026,2025.0,drb,ft_miss,0.4971,2.4984
2024-2026,2025.0,drb,orb,0.6815,2.4984
2024-2026,2025.0,drb,drb,1.0,2.4984
2024-2026,2025.0,drb,ast,-0.0734,2.4984
2024-2026,2025.0,drb,tov,0.2057,2.4984
2024-2026,2025.0,drb,stl,-0.1347,2.4984
2024-2026,2025.0,drb,blk,0.5487,2.4984
2024-2026,2025.0,drb,pf,0.2303,2.4984
2024-2026,2025.0,ast,fg3m,0.111,2.7028
2024-2026,2025.0,ast,fg3_miss,0.1312,2.7028
2024-2026,2025.0,ast,fg2m,0.29,2.7028
2024-2026,2025.0,ast,fg2_miss,0.436,2.7028
2024-2026,2025.0,ast,ftm,0.4011,2.7028
2024-2026,2025.0,ast,ft_miss,0.1338,2.7028
2024-2026,2025.0,ast,orb,-0.3163,2.7028
2024-2026,2025.0,ast,drb,-0.0734,2.7028
2024-2026,2025.0,ast,ast,1.0,2.7028
2024-2026,2025.0,ast,tov,0.6878,2.7028
2024-2026,2025.0,ast,stl,0.2108,2.7028
2024-2026,2025.0,ast,blk,-0.2797,2.7028
2024-2026,2025.0,ast,pf,-0.2832,2.7028
2024-2026,2025.0,tov,fg3m,0.0185,0.9608
2024-2026,2025.0,tov,fg3_miss,0.0814,0.9608
2024-2026,2025.0,tov,fg2m,0.5335,0.9608
2024-2026,2025.0,tov,fg2_miss,0.6545,0.9608
2024-2026,2025.0,tov,ftm,0.6171,0.9608
2024-2026,2025.0,tov,ft_miss,0.4372,0.9608
2024-2026,2025.0,tov,orb,-0.088,0.9608
2024-2026,2025.0,tov,drb,0.2057,0.9608
2024-2026,2025.0,tov,ast,0.6878,0.9608
2024-2026,2025.0,tov,tov,1.0,0.9608
2024-2026,2025.0,tov,stl,0.0907,0.9608
2024-2026,2025.0,tov,blk,-0.0395,0.9608
2024-2026,2025.0,tov,pf,-0.0454,0.9608
2024-2026,2025.0,stl,fg3m,-0.0706,0.4503
2024-2026,2025.0,stl,fg3_miss,-0.0311,0.4503
2024-2026,2025.0,stl,fg2m,-0.0443,0.4503
2024-2026,2025.0,stl,fg2_miss,0.0048,0.4503
2024-2026,2025.0,stl,ftm,-0.0545,0.4503
2024-2026,2025.0,stl,ft_miss,-0.024,0.4503
2024-2026,2025.0,stl,orb,-0.031,0.4503
2024-2026,2025.0,stl,drb,-0.1347,0.4503
2024-2026,2025.0,stl,ast,0.2108,0.4503
2024-2026,2025.0,stl,tov,0.0907,0.4503
2024-2026,2025.0,stl,stl,1.0,0.4503
2024-2026,2025.0,stl,blk,-0.0406,0.4503
2024-2026,2025.0,stl,pf,0.1062,0.4503
2024-2026,2025.0,blk,fg3m,-0.4301,0.7612
2024-2026,2025.0,blk,fg3_miss,-0.4352,0.7612
2024-2026,2025.0,blk,fg2m,0.2596,0.7612
2024-2026,2025.0,blk,fg2_miss,0.0108,0.7612
2024-2026,2025.0,blk,ftm,0.0149,0.7612
2024-2026,2025.0,blk,ft_miss,0.3117,0.7612
2024-2026,2025.0,blk,orb,0.5921,0.7612
2024-2026,2025.0,blk,drb,0.5487,0.7612
2024-2026,2025.0,blk,ast,-0.2797,0.7612
2024-2026,2025.0,blk,tov,-0.0395,0.7612
2024-2026,2025.0,blk,stl,-0.0406,0.7612
2024-2026,2025.0,blk,blk,1.0,0.7612
2024-2026,2025.0,blk,pf,0.3555,0.7612
2024-2026,2025.0,pf,fg3m,-0.3939,0.9971
2024-2026,2025.0,pf,fg3_miss,-0.3693,0.9971
2024-2026,2025.0,pf,fg2m,-0.0596,0.9971
2024-2026,2025.0,pf,fg2_miss,-0.1949,0.9971
2024-2026,2025.0,pf,ftm,-0.2087,0.9971
2024-2026,2025.0,pf,ft_miss,0.1203,0.9971
2024-2026,2025.0,pf,orb,0.4752,0.9971
2024-2026,2025.0,pf,drb,0.2303,0.9971
2024-2026,2025.0,pf,ast,-0.2832,0.9971
2024-2026,2025.0,pf,tov,-0.0454,0.9971
2024-2026,2025.0,pf,stl,0.1062,0.9971
2024-2026,2025.0,pf,blk,0.3555,0.9971
2024-2026,2025.0,pf,pf,1.0,0.9971
