window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,prior_off_po,prior_total_po,rapm_mm_off_po,rapm_mm_total_po,prior_def_po,rapm_mm_def_po,rating_off_po,rating_def_po,rating_total_po,rating_off_raw,rating_def_raw,rating_off_po_raw,rating_def_po_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,203482,Kelly Olynyk,6250.0,6208.0,0.254,0.222,-0.0,0.222,-1.128,-0.191,-1.32,-0.316,-1.21,-1.526,-0.316,-1.21,-1.526,-0.094,-1.21,-1.304,-0.087,-1.165,-1.252,0.488,0.488,0.172,-1.038,-0.0,-1.21,0.163,-1.165,-1.002,-0.094,-1.21,0.172,-1.21,kelly olynyk,Kelly Olynyk,San Antonio Spurs,-0.9,-0.9,-1.8,-0.468,-0.576,0.108,308.0,332.0,24.0,0.124,-0.24,0.364,178.0,264.5,86.5,-1.069,-0.854,-0.214,412.0,385.5,-26.5,1.095,3015.0,2.316,0.621,5.958,6.257,1.254,wing,3000+
2024-2026,2025.0,1631109,Mark Williams,6343.0,6356.0,0.257,1.806,-0.0,1.806,-1.673,-0.239,-1.912,-0.883,-1.087,-1.97,-0.883,-1.087,-1.97,0.923,-1.087,-0.164,0.901,-1.057,-0.156,2.073,2.073,1.19,0.103,-0.0,-1.087,1.17,-1.057,0.113,0.923,-1.087,1.19,-1.087,mark williams,Mark Williams,Phoenix Suns,-0.7,0.1,-0.6,-0.012,-0.083,0.071,215.0,230.5,15.5,0.673,-0.138,0.811,93.0,236.5,143.5,-0.983,0.061,-1.044,399.0,210.0,-189.0,7.47,3092.0,4.576,1.502,8.325,2.201,0.012,big,3000+
2024-2026,2025.0,203935,Marcus Smart,6355.0,6358.0,0.257,-1.251,-0.0,-1.251,-0.422,0.693,0.271,0.05,1.498,1.547,0.05,1.498,1.547,-1.202,1.498,0.296,-1.074,1.671,0.597,-1.557,-1.557,-1.508,-0.01,-0.0,1.498,-1.33,1.671,0.341,-1.202,1.498,-1.508,1.498,marcus smart,Marcus Smart,Los Angeles Lakers,-0.7,2.3,1.6,0.302,0.82,-0.519,161.0,94.0,-67.0,-0.425,-0.138,-0.288,300.0,236.5,-63.5,1.182,2.075,-0.893,50.0,14.0,-36.0,-1.145,3052.0,0.708,0.436,2.796,4.482,2.218,guard,3000+
2024-2026,2025.0,1631217,Moussa Diabaté,6374.0,6390.0,0.258,-0.069,-0.0,-0.069,1.707,0.294,2.001,1.112,1.218,2.33,1.112,1.218,2.33,1.044,1.218,2.261,1.022,1.338,2.361,0.32,0.32,1.433,2.65,-0.0,1.218,1.418,1.338,2.756,1.044,1.218,1.433,1.218,moussa diabate,Moussa Diabate,Charlotte Hornets,1.7,0.9,2.6,1.036,1.231,-0.195,69.0,52.0,-17.0,0.741,1.089,-0.349,85.0,62.0,-23.0,0.918,0.794,0.125,74.0,92.0,18.0,7.565,3206.0,5.334,1.269,6.984,2.257,0.011,big,3000+
2024-2026,2025.0,203954,Joel Embiid,6396.0,6395.0,0.258,5.312,-0.0,5.312,-0.249,0.918,0.669,-0.5,1.213,0.713,-0.5,1.213,0.713,4.811,1.213,6.024,4.963,1.333,6.297,5.363,5.363,4.863,6.076,-0.0,1.213,5.016,1.333,6.35,4.811,1.213,4.863,1.213,joel embiid,Joel Embiid,Philadelphia 76ers,3.3,0.8,4.1,2.674,1.847,0.827,8.0,19.0,11.0,2.933,1.907,1.026,7.0,25.0,18.0,0.914,0.702,0.212,76.0,106.0,30.0,3.022,3081.0,2.407,1.519,7.852,5.305,1.519,big,3000+
2024-2026,2025.0,1641730,Noah Clowney,6410.0,6439.0,0.259,-1.091,-0.0,-1.091,-0.966,-0.059,-1.025,-0.561,0.146,-0.416,-0.561,0.146,-0.416,-1.652,0.146,-1.506,-1.448,0.152,-1.296,-1.277,-1.277,-1.838,-1.692,-0.0,0.146,-1.597,0.152,-1.444,-1.652,0.146,-1.838,0.146,noah clowney,Noah Clowney,Brooklyn Nets,-1.9,-0.6,-2.5,-0.486,-0.863,0.377,314.0,388.5,74.5,-0.634,-0.751,0.117,355.0,379.5,24.5,-0.023,-0.58,0.557,230.0,338.5,108.5,1.723,3197.0,1.363,0.923,4.662,1.869,2.567,wing,3000+
2024-2026,2025.0,1630692,Jordan Goodwin,6411.0,6394.0,0.259,-0.454,-0.0,-0.454,-0.061,0.104,0.043,0.263,0.783,1.046,0.263,0.783,1.046,-0.191,0.783,0.591,-0.177,0.843,0.666,-0.318,-0.318,-0.055,0.727,-0.0,0.783,-0.05,0.843,0.793,-0.191,0.783,-0.055,0.783,jordan goodwin,Jordan Goodwin,Phoenix Suns,-0.2,1.5,1.3,0.33,0.697,-0.367,159.0,111.0,-48.0,0.073,0.118,-0.045,194.0,179.5,-14.5,0.525,1.343,-0.818,134.0,45.5,-88.5,2.194,3177.0,2.992,0.487,5.008,3.943,2.04,big,3000+
2024-2026,2025.0,1630249,Vít Krejčí,6418.0,6430.0,0.259,-0.855,-0.0,-0.855,-0.572,0.067,-0.505,-0.055,-0.348,-0.403,-0.055,-0.348,-0.403,-0.91,-0.348,-1.258,-0.823,-0.353,-1.176,-0.251,-0.251,-0.306,-0.653,-0.0,-0.348,-0.284,-0.353,-0.637,-0.91,-0.348,-0.306,-0.348,vit krejci,Vit Krejci,Portland Trail Blazers,-1.9,-0.4,-2.3,-0.436,-0.781,0.345,298.0,378.0,80.0,-0.286,-0.751,0.465,264.0,379.5,115.5,-0.424,-0.397,-0.027,297.0,298.5,1.5,-0.529,3083.0,0.747,0.584,3.41,3.468,2.873,guard,3000+
2024-2026,2025.0,1629637,Jaxson Hayes,6518.0,6551.0,0.262,-0.823,-0.0,-0.823,-0.862,-0.133,-0.995,-0.262,0.159,-0.103,-0.262,0.159,-0.103,-1.084,0.159,-0.926,-0.974,0.166,-0.808,-0.845,-0.845,-1.106,-0.948,-0.0,0.159,-0.993,0.166,-0.827,-1.084,0.159,-1.106,0.159,jaxson hayes,Jaxson Hayes,Los Angeles Lakers,-0.5,0.3,-0.2,-0.283,0.081,-0.364,272.0,198.0,-74.0,-0.37,-0.035,-0.335,284.0,207.5,-76.5,-0.012,0.244,-0.256,228.0,177.0,-51.0,5.127,3183.0,2.782,1.493,5.712,1.697,0.034,big,3000+
2024-2026,2025.0,1629312,Haywood Highsmith,6527.0,6540.0,0.262,-1.947,-0.0,-1.947,0.035,0.077,0.112,-0.1,1.522,1.422,-0.1,1.522,1.422,-2.047,1.522,-0.525,-1.764,1.701,-0.063,-1.53,-1.53,-1.63,-0.108,-0.0,1.522,-1.431,1.701,0.27,-2.047,1.522,-1.63,1.522,haywood highsmith,Haywood Highsmith,Phoenix Suns,-1.7,0.5,-1.2,0.027,-0.329,0.356,206.0,280.0,74.0,-0.809,-0.649,-0.16,390.0,352.0,-38.0,1.206,0.427,0.778,48.0,154.0,106.0,1.605,3273.0,1.573,0.737,3.652,2.079,1.903,wing,3000+
2024-2026,2025.0,1642276,Kel'el Ware,6530.0,6540.0,0.262,0.805,-0.0,0.805,-0.503,-0.938,-1.44,-0.085,-0.473,-0.558,-0.085,-0.473,-0.558,0.72,-0.473,0.247,0.697,-0.476,0.22,1.515,1.515,1.43,0.957,-0.0,-0.473,1.414,-0.476,0.938,0.72,-0.473,1.43,-0.473,kelel ware,Kel'el Ware,Miami Heat,-0.1,0.1,0.0,0.145,0.163,-0.018,180.0,185.0,5.0,0.56,0.169,0.39,111.0,171.5,60.5,-0.522,0.061,-0.583,322.0,210.0,-112.0,7.241,3129.0,3.831,1.783,9.595,1.335,1.461,big,3000+
2024-2026,2025.0,1641722,Jordan Hawkins,6564.0,6582.0,0.263,-1.785,-0.0,-1.785,-0.339,-0.542,-0.88,-0.361,-2.719,-3.079,-0.361,-2.719,-3.079,-2.145,-2.719,-4.864,-1.842,-2.542,-4.384,-2.06,-2.06,-2.421,-5.139,-0.0,-2.719,-2.042,-2.542,-4.584,-2.145,-2.719,-2.421,-2.719,jordan hawkins,Jordan Hawkins,New Orleans Pelicans,-2.7,-1.7,-4.4,-1.771,-1.643,-0.128,469.0,464.5,-4.5,-0.853,-1.16,0.307,399.0,433.5,34.5,-2.161,-1.587,-0.574,473.0,454.0,-19.0,0.166,3171.0,0.84,0.454,3.633,2.021,3.02,wing,3000+
2024-2026,2025.0,1630188,Jalen Smith,6582.0,6590.0,0.264,1.953,-0.0,1.953,0.194,-0.696,-0.501,0.57,1.045,1.614,0.57,1.045,1.614,2.523,1.045,3.568,2.578,1.14,3.719,2.434,2.434,3.004,4.048,-0.0,1.045,3.09,1.14,4.23,2.523,1.045,3.004,1.045,jalen smith,Jalen Smith,Chicago Bulls,1.1,0.3,1.5,1.601,0.779,0.822,30.0,101.0,71.0,1.606,0.783,0.824,30.0,86.5,56.5,0.761,0.244,0.517,94.0,177.0,83.0,5.395,3106.0,3.466,1.437,8.693,2.237,2.492,big,3000+
2024-2026,2025.0,1642259,Alex Sarr,6606.0,6623.0,0.265,-0.823,-0.0,-0.823,0.51,0.455,0.965,-0.4,0.466,0.066,-0.4,0.466,0.066,-1.223,0.466,-0.757,-1.092,0.495,-0.597,-0.328,-0.328,-0.728,-0.262,-0.0,0.466,-0.664,0.495,-0.17,-1.223,0.466,-0.728,0.466,alex sarr,Alex Sarr,Washington Wizards,-1.5,-0.1,-1.6,-0.195,-0.494,0.298,254.0,309.5,55.5,-0.435,-0.547,0.111,304.0,329.0,25.0,0.249,-0.122,0.371,176.0,243.0,67.0,4.449,3122.0,2.641,2.26,6.469,3.356,1.787,big,3000+
2024-2026,2025.0,1631133,Jabari Walker,6648.0,6616.0,0.266,-1.642,-0.0,-1.642,-0.238,-0.581,-0.82,0.041,-1.554,-1.513,0.041,-1.554,-1.513,-1.601,-1.554,-3.155,-1.408,-1.467,-2.875,-2.192,-2.192,-2.152,-3.705,-0.0,-1.554,-1.847,-1.467,-3.314,-1.601,-1.554,-2.152,-1.554,jabari walker,Jabari Walker,Philadelphia 76ers,-1.6,0.0,-1.6,-1.143,-0.494,-0.65,425.0,309.5,-115.5,-0.611,-0.598,-0.014,351.0,341.5,-9.5,-1.308,-0.03,-1.277,444.0,223.5,-220.5,4.495,3206.0,3.167,0.46,7.063,1.595,1.134,big,3000+
2024-2026,2025.0,1642274,Yves Missi,6671.0,6663.0,0.267,-1.652,-0.0,-1.652,0.193,-0.374,-0.181,-0.322,-0.979,-1.302,-0.322,-0.979,-1.302,-1.974,-0.979,-2.953,-1.705,-0.957,-2.662,-0.694,-0.694,-1.017,-1.996,-0.0,-0.979,-0.915,-0.957,-1.873,-1.974,-0.979,-1.017,-0.979,yves missi,Yves Missi,New Orleans Pelicans,-0.8,-0.6,-1.4,-1.055,-0.411,-0.643,412.0,292.0,-120.0,-0.777,-0.189,-0.588,380.0,249.5,-130.5,-0.904,-0.58,-0.324,391.0,338.5,-52.5,7.851,3255.0,4.844,2.201,6.061,2.024,0.0,big,3000+
2024-2026,2025.0,203083,Andre Drummond,6694.0,6722.0,0.267,0.117,-0.0,0.117,-1.101,-1.329,-2.43,-0.394,0.355,-0.039,-0.394,0.355,-0.039,-0.277,0.355,0.078,-0.258,0.376,0.118,0.252,0.252,-0.142,0.213,-0.0,0.355,-0.131,0.376,0.245,-0.277,0.355,-0.142,0.355,andre drummond,Andre Drummond,Philadelphia 76ers,-1.8,-0.1,-1.9,0.102,-0.617,0.719,189.0,341.5,152.5,0.029,-0.7,0.729,207.0,364.5,157.5,0.154,-0.122,0.276,194.0,243.0,49.0,9.638,3333.0,6.2,1.242,10.542,1.631,0.378,big,3000+
2024-2026,2025.0,1642273,Kyshawn George,6724.0,6693.0,0.268,-1.847,-0.0,-1.847,0.12,0.114,0.235,-0.271,0.127,-0.145,-0.271,0.127,-0.145,-2.119,0.127,-1.992,-1.821,0.133,-1.688,-1.567,-1.567,-1.838,-1.712,-0.0,0.127,-1.597,0.133,-1.464,-2.119,0.127,-1.838,0.127,kyshawn george,Kyshawn George,Washington Wizards,-1.2,0.2,-1.1,-0.649,-0.288,-0.361,351.0,271.0,-80.0,-0.841,-0.393,-0.448,395.0,296.5,-98.5,-0.039,0.153,-0.191,234.0,191.5,-42.5,0.448,3191.0,1.038,1.049,4.941,4.321,2.403,wing,3000+
2024-2026,2025.0,1631157,Ryan Rollins,6727.0,6701.0,0.268,0.45,-0.0,0.45,0.021,0.057,0.078,0.208,0.23,0.438,0.208,0.23,0.438,0.658,0.23,0.888,0.635,0.242,0.877,1.122,1.122,1.33,1.56,-0.0,0.23,1.311,0.242,1.553,0.658,0.23,1.33,0.23,ryan rollins,Ryan Rollins,Milwaukee Bucks,0.0,0.4,0.4,0.418,0.328,0.091,142.0,156.5,14.5,0.525,0.22,0.305,112.0,163.5,51.5,0.048,0.336,-0.288,215.0,166.5,-48.5,-1.297,3269.0,0.848,0.562,4.207,5.859,2.599,guard,3000+
2024-2026,2025.0,1629048,Goga Bitadze,6740.0,6730.0,0.269,0.41,-0.0,0.41,0.525,-0.654,-0.129,0.156,0.936,1.092,0.156,0.936,1.092,0.565,0.936,1.501,0.545,1.016,1.561,1.407,1.407,1.563,2.499,-0.0,0.936,1.556,1.016,2.572,0.565,0.936,1.563,0.936,goga bitadze,Goga Bitadze,Orlando Magic,0.2,1.1,1.4,0.703,0.738,-0.035,100.0,106.5,6.5,0.475,0.323,0.153,118.0,144.5,26.5,0.662,0.977,-0.314,105.0,72.5,-32.5,7.365,3363.0,4.421,2.473,7.022,3.211,0.075,big,3000+
2024-2026,2025.0,1629684,Grant Williams,6765.0,6774.0,0.269,-1.389,-0.0,-1.389,0.161,0.243,0.404,0.451,-1.133,-0.682,0.451,-1.133,-0.682,-0.938,-1.133,-2.071,-0.847,-1.098,-1.945,-0.984,-0.984,-0.533,-1.666,-0.0,-1.133,-0.489,-1.098,-1.587,-0.938,-1.133,-0.533,-1.133,grant williams,Grant Williams,Charlotte Hornets,-0.7,0.6,-0.1,-0.756,0.122,-0.878,369.0,191.5,-177.5,-0.299,-0.138,-0.161,270.0,236.5,-33.5,-1.015,0.519,-1.534,402.0,142.0,-260.0,1.325,3318.0,1.627,0.759,4.253,2.897,2.224,wing,3000+
2024-2026,2025.0,1642347,Jamal Shead,6865.0,6837.0,0.272,-1.913,-0.0,-1.913,0.105,0.232,0.336,0.33,0.031,0.361,0.33,0.031,0.361,-1.584,0.031,-1.552,-1.393,0.034,-1.36,-2.195,-2.195,-1.865,-1.834,-0.0,0.031,-1.619,0.034,-1.585,-1.584,0.031,-1.865,0.031,jamal shead,Jamal Shead,Toronto Raptors,-0.9,1.2,0.3,-0.513,0.287,-0.799,323.0,166.5,-156.5,-0.603,-0.24,-0.363,347.0,264.5,-82.5,-0.117,1.068,-1.185,252.0,65.5,-186.5,-3.271,3311.0,0.609,0.272,2.196,8.263,1.696,guard,3000+
2024-2026,2025.0,1631117,Walker Kessler,6979.0,6981.0,0.276,0.202,-0.0,0.202,-0.364,-0.167,-0.531,-0.523,0.706,0.183,-0.523,0.706,0.183,-0.322,0.706,0.384,-0.298,0.759,0.461,1.77,1.77,1.247,1.953,-0.0,0.706,1.227,0.759,1.986,-0.322,0.706,1.247,0.706,walker kessler,Walker Kessler,Utah Jazz,-0.2,1.1,0.9,0.245,0.533,-0.288,169.0,128.5,-40.5,0.006,0.118,-0.112,212.0,179.5,-32.5,0.458,0.977,-0.519,140.0,72.5,-67.5,9.558,3386.0,4.827,3.2,8.378,1.829,0.17,big,3000+
2024-2026,2025.0,1642271,Kyle Filipowski,7032.0,7025.0,0.277,-0.097,-0.0,-0.097,-0.275,-0.265,-0.54,0.364,-1.181,-0.817,0.364,-1.181,-0.817,0.267,-1.181,-0.914,0.256,-1.14,-0.884,-0.425,-0.425,-0.061,-1.242,-0.0,-1.181,-0.056,-1.14,-1.195,0.267,-1.181,-0.061,-1.181,kyle filipowski,Kyle Filipowski,Utah Jazz,0.4,-0.7,-0.3,-0.315,0.04,-0.355,278.0,206.0,-72.0,0.314,0.425,-0.111,144.0,129.5,-14.5,-1.049,-0.671,-0.377,411.0,358.0,-53.0,3.344,3320.0,2.776,0.661,7.981,3.665,1.637,big,3000+
2024-2026,2025.0,1642270,Donovan Clingan,7052.0,7083.0,0.278,1.241,-0.0,1.241,0.26,-0.256,0.004,0.146,2.05,2.197,0.146,2.05,2.197,1.387,2.05,3.438,1.369,2.347,3.716,2.578,2.578,2.724,4.775,-0.0,2.05,2.793,2.347,5.139,1.387,2.05,2.724,2.05,donovan clingan,Donovan Clingan,Portland Trail Blazers,1.9,1.4,3.4,1.6,1.559,0.04,31.0,33.0,2.0,0.934,1.192,-0.258,71.0,52.5,-18.5,1.719,1.251,0.467,27.0,52.5,25.5,9.495,3419.0,5.939,2.527,9.003,2.517,1.032,big,3000+
2024-2026,2025.0,1630592,Jalen Wilson,7065.0,7100.0,0.278,-1.983,-0.0,-1.983,-0.309,-0.079,-0.389,0.152,-1.393,-1.241,0.152,-1.393,-1.241,-1.83,-1.393,-3.224,-1.591,-1.326,-2.917,-2.65,-2.65,-2.498,-3.891,-0.0,-1.393,-2.098,-1.326,-3.424,-1.83,-1.393,-2.498,-1.393,jalen wilson,Jalen Wilson,Brooklyn Nets,-2.1,-1.2,-3.3,-1.161,-1.191,0.031,427.0,432.5,5.5,-0.713,-0.853,0.14,366.0,397.0,31.0,-1.196,-1.129,-0.067,431.0,418.0,-13.0,0.635,3558.0,1.406,0.111,3.804,2.428,2.024,wing,3000+
2024-2026,2025.0,1631106,Tari Eason,7073.0,7076.0,0.278,-0.251,-0.0,-0.251,0.393,-0.212,0.18,0.73,0.708,1.438,0.73,0.708,1.438,0.479,0.708,1.187,0.461,0.761,1.222,-0.008,-0.008,0.722,1.429,-0.0,0.708,0.698,0.761,1.459,0.479,0.708,0.722,0.708,tari eason,Tari Eason,Houston Rockets,0.1,1.5,1.6,0.562,0.82,-0.259,118.0,94.0,-24.0,0.429,0.271,0.157,125.0,153.5,28.5,0.46,1.343,-0.883,138.0,45.5,-92.5,4.206,3452.0,3.108,1.012,6.184,2.086,1.815,big,3000+
2024-2026,2025.0,1642268,Isaiah Collier,7092.0,7095.0,0.279,-1.993,-0.0,-1.993,-0.345,-0.54,-0.885,-0.323,-2.087,-2.409,-0.323,-2.087,-2.409,-2.316,-2.087,-4.402,-1.967,-1.951,-3.918,-2.56,-2.56,-2.882,-4.969,-0.0,-2.087,-2.375,-1.951,-4.326,-2.316,-2.087,-2.882,-2.087,isaiah collier,Isaiah Collier,Utah Jazz,-1.9,-2.2,-4.1,-1.577,-1.52,-0.057,465.0,458.0,-7.0,-0.922,-0.751,-0.171,407.0,379.5,-27.5,-1.692,-2.045,0.352,465.0,470.0,5.0,-2.934,3356.0,0.569,0.386,3.561,9.322,0.74,guard,3000+
2024-2026,2025.0,1641783,Tristan da Silva,7127.0,7143.0,0.28,-1.566,-0.0,-1.566,0.0,0.084,0.084,-0.08,-0.144,-0.223,-0.08,-0.144,-0.223,-1.645,-0.144,-1.789,-1.443,-0.147,-1.59,-1.675,-1.675,-1.755,-1.899,-0.0,-0.144,-1.531,-0.147,-1.678,-1.645,-0.144,-1.755,-0.144,tristan da silva,Tristan da Silva,Orlando Magic,-1.2,0.4,-0.8,-0.609,-0.165,-0.443,344.0,244.0,-100.0,-0.631,-0.393,-0.238,354.0,296.5,-57.5,-0.261,0.336,-0.597,276.0,166.5,-109.5,0.968,3531.0,1.336,0.438,4.058,2.416,2.039,wing,3000+
2024-2026,2025.0,1642258,Zaccharie Risacher,7152.0,7130.0,0.28,-1.182,-0.0,-1.182,-0.172,-0.41,-0.582,-0.327,0.068,-0.259,-0.327,0.068,-0.259,-1.509,0.068,-1.441,-1.331,0.072,-1.259,-1.247,-1.247,-1.573,-1.505,-0.0,0.068,-1.385,0.072,-1.313,-1.509,0.068,-1.573,0.068,zaccharie risacher,Zaccharie Risacher,Atlanta Hawks,-1.3,-0.7,-2.0,-0.471,-0.658,0.187,309.0,348.0,39.0,-0.568,-0.444,-0.124,340.0,308.5,-31.5,-0.087,-0.671,0.584,245.0,358.0,113.0,1.826,3344.0,1.69,0.786,3.962,1.809,2.336,wing,3000+
2024-2026,2025.0,1630175,Cole Anthony,7176.0,7197.0,0.281,-0.94,-0.0,-0.94,-0.235,0.221,-0.015,-0.118,-0.105,-0.223,-0.118,-0.105,-0.223,-1.058,-0.105,-1.163,-0.951,-0.108,-1.059,-0.891,-0.891,-1.01,-1.114,-0.0,-0.105,-0.909,-0.108,-1.017,-1.058,-0.105,-1.01,-0.105,cole anthony,Cole Anthony,Phoenix Suns,-2.1,0.0,-2.1,-0.388,-0.699,0.311,292.0,359.0,67.0,-0.357,-0.853,0.496,282.0,397.0,115.0,-0.23,-0.03,-0.199,270.0,223.5,-46.5,-0.02,3579.0,1.267,0.805,4.788,5.512,1.931,wing,3000+
2024-2026,2025.0,1641767,Ben Sheppard,7244.0,7256.0,0.283,-2.249,-0.0,-2.249,0.21,-0.06,0.15,0.136,-0.978,-0.843,0.136,-0.978,-0.843,-2.113,-0.978,-3.091,-1.816,-0.956,-2.773,-2.743,-2.743,-2.607,-3.586,-0.0,-0.978,-2.177,-0.956,-3.133,-2.113,-0.978,-2.607,-0.978,ben sheppard,Ben Sheppard,Indiana Pacers,-1.1,-0.6,-1.7,-1.101,-0.535,-0.566,420.0,320.5,-99.5,-0.838,-0.342,-0.496,394.0,287.0,-107.0,-0.903,-0.58,-0.323,390.0,338.5,-51.5,0.265,3436.0,1.069,0.231,3.761,2.64,2.106,wing,3000+
2024-2026,2025.0,203078,Bradley Beal,7312.0,7322.0,0.285,0.141,-0.0,0.141,0.069,-0.014,0.055,-0.365,0.345,-0.02,-0.365,0.345,-0.02,-0.224,0.345,0.121,-0.208,0.365,0.157,0.508,0.508,0.144,0.488,-0.0,0.345,0.136,0.365,0.501,-0.224,0.345,0.144,0.345,bradley beal,Bradley Beal,Los Angeles Clippers,-0.4,-1.1,-1.5,0.119,-0.452,0.571,186.0,299.0,113.0,0.056,0.016,0.041,200.0,195.0,-5.0,0.145,-1.038,1.183,199.0,405.0,206.0,-0.771,3588.0,0.903,0.552,3.251,4.716,2.107,guard,3000+
2024-2026,2025.0,1641716,Jarace Walker,7376.0,7411.0,0.287,-1.785,-0.0,-1.785,-0.445,-0.307,-0.752,-0.754,-0.948,-1.702,-0.754,-0.948,-1.702,-2.539,-0.948,-3.486,-2.127,-0.928,-3.055,-1.612,-1.612,-2.367,-3.314,-0.0,-0.948,-2.003,-0.928,-2.931,-2.539,-0.948,-2.367,-0.948,jarace walker,Jarace Walker,Indiana Pacers,-2.0,-0.8,-2.8,-1.218,-0.986,-0.232,433.0,401.5,-31.5,-1.011,-0.802,-0.209,417.0,389.5,-27.5,-0.88,-0.763,-0.117,384.0,372.5,-11.5,0.662,3487.0,0.888,0.64,6.163,3.531,2.375,wing,3000+
2024-2026,2025.0,1630208,Nick Richards,7466.0,7483.0,0.289,-1.463,-0.0,-1.463,-1.012,-0.878,-1.891,-0.413,-1.811,-2.224,-0.413,-1.811,-2.224,-1.876,-1.811,-3.687,-1.627,-1.694,-3.321,-1.117,-1.117,-1.53,-3.342,-0.0,-1.811,-1.349,-1.694,-3.042,-1.876,-1.811,-1.53,-1.811,nick richards,Nick Richards,Chicago Bulls,-2.5,-2.7,-5.2,-1.329,-1.971,0.643,450.0,473.0,23.0,-0.733,-1.058,0.325,370.0,423.0,53.0,-1.488,-2.502,1.014,454.0,474.0,20.0,7.279,3718.0,3.844,1.559,8.24,1.152,0.048,big,3000+
2024-2026,2025.0,203937,Kyle Anderson,7510.0,7477.0,0.29,-2.159,-0.0,-2.159,-0.438,0.334,-0.105,-0.675,0.98,0.306,-0.675,0.98,0.306,-2.833,0.98,-1.853,-2.34,1.067,-1.273,-2.244,-2.244,-2.918,-1.938,-0.0,0.98,-2.401,1.067,-1.334,-2.833,0.98,-2.918,0.98,kyle anderson,Kyle Anderson,Minnesota Timberwolves,-3.1,1.1,-2.0,-0.477,-0.658,0.181,310.0,348.0,38.0,-1.13,-1.365,0.235,432.0,452.5,20.5,0.702,0.977,-0.274,101.0,72.5,-28.5,0.853,3639.0,1.533,1.049,4.689,5.955,0.396,wing,3000+
2024-2026,2025.0,1630560,Cam Thomas,7524.0,7476.0,0.291,0.776,-0.0,0.776,1.062,-0.314,0.748,0.365,-2.305,-1.94,0.365,-2.305,-1.94,1.141,-2.305,-1.164,1.121,-2.155,-1.034,0.008,0.008,0.372,-1.933,-0.0,-2.305,0.358,-2.155,-1.798,1.141,-2.305,0.372,-2.305,cam thomas,Cam Thomas,Milwaukee Bucks,0.9,-2.7,-1.9,-0.377,-0.617,0.239,287.0,341.5,54.5,0.796,0.68,0.115,79.0,97.5,18.5,-1.854,-2.502,0.648,471.0,474.0,3.0,-1.276,3735.0,0.52,0.212,3.027,3.798,2.545,guard,3000+
2024-2026,2025.0,1629599,Amir Coffey,7541.0,7532.0,0.291,-1.972,-0.0,-1.972,-0.435,-0.086,-0.521,0.061,-1.45,-1.389,0.061,-1.45,-1.389,-1.911,-1.45,-3.361,-1.655,-1.376,-3.031,-2.163,-2.163,-2.101,-3.551,-0.0,-1.45,-1.807,-1.376,-3.183,-1.911,-1.45,-2.101,-1.45,amir coffey,Amir Coffey,Phoenix Suns,-2.7,-0.3,-3.0,-1.208,-1.068,-0.14,432.0,413.5,-18.5,-0.749,-1.16,0.411,372.0,433.5,61.5,-1.236,-0.305,-0.931,435.0,280.0,-155.0,0.259,3698.0,0.779,0.253,2.784,1.752,1.83,wing,3000+
2024-2026,2025.0,1628436,Luke Kornet,7545.0,7579.0,0.291,0.906,-0.0,0.906,0.744,0.798,1.542,0.565,2.167,2.732,0.565,2.167,2.732,1.471,2.167,3.638,1.458,2.49,3.948,1.863,1.863,2.428,4.595,-0.0,2.167,2.477,2.49,4.967,1.471,2.167,2.428,2.167,luke kornet,Luke Kornet,San Antonio Spurs,0.7,1.4,2.1,1.696,1.025,0.671,26.0,75.5,49.5,0.983,0.578,0.405,68.0,108.0,40.0,1.832,1.251,0.581,23.0,52.5,29.5,6.695,3779.0,4.658,1.877,5.468,2.953,0.01,big,3000+
2024-2026,2025.0,1629731,Dean Wade,7560.0,7576.0,0.292,-1.782,-0.0,-1.782,1.374,0.277,1.651,0.799,1.575,2.374,0.799,1.575,2.374,-0.983,1.575,0.592,-0.886,1.766,0.879,-1.78,-1.78,-0.981,0.594,-0.0,1.575,-0.884,1.766,0.881,-0.983,1.575,-0.981,1.575,dean wade,Dean Wade,Cleveland Cavaliers,-0.3,1.3,1.1,0.419,0.615,-0.196,141.0,120.0,-21.0,-0.321,0.067,-0.388,274.0,186.5,-87.5,1.257,1.16,0.097,43.0,60.0,17.0,1.809,3689.0,1.376,0.664,5.592,2.02,2.245,wing,3000+
