lam,ratio,c,corr_total,corr_off,corr_def
340.83375547858265,0.1,0.5,0.4682737748217288,0.4497330278001097,0.4629970116309574
340.83375547858265,0.1,0.6,0.49072869431732274,0.47917957575905573,0.4825947586008266
340.83375547858265,0.1,0.7,0.5091743476682509,0.5029373266438235,0.49927868189946717
340.83375547858265,0.1,0.8,0.5240856649543937,0.5220307588157117,0.5133349417891784
340.83375547858265,0.1,0.9,0.5359643494817601,0.5373629533268495,0.5250681561621433
340.83375547858265,0.1,1.0,0.5452940587794114,0.5496903387256924,0.534779616815951
340.83375547858265,0.1,1.1,0.552514536190124,0.5596274425677589,0.542753057749287
340.83375547858265,0.18,0.4,0.4422700565634468,0.4134713823525032,0.4417532110810024
340.83375547858265,0.18,0.5,0.4691474360825125,0.44969071571273356,0.4646174379973806
340.83375547858265,0.18,0.6,0.49158722006510525,0.4791512552699713,0.4842709392887443
340.83375547858265,0.18,0.7,0.5099841089888134,0.5029187774223051,0.5009620008697883
340.83375547858265,0.18,0.8,0.524824684066655,0.5220188002913694,0.5149875933153607
340.83375547858265,0.18,0.9,0.5366203798676329,0.5373552875815262,0.5266624278248684
340.83375547858265,0.18,1.0,0.5458622662560656,0.5496853548925125,0.5362965316594852
340.83375547858265,0.18,1.1,0.5529953009685051,0.5596240373141489,0.5441807760395475
340.83375547858265,0.2872,0.4,0.44328800895250947,0.4133995906604403,0.4436505922061272
340.83375547858265,0.2872,0.5,0.4701980247106411,0.4496382512543059,0.4666536386469687
340.83375547858265,0.2872,0.6,0.4926135561888612,0.4791129197294716,0.48637034655602857
340.83375547858265,0.2872,0.7,0.5109451216109715,0.5028904110564141,0.5030628368716151
340.83375547858265,0.2872,0.8,0.5256940364969144,0.5219972706151754,0.517042323762651
340.83375547858265,0.2872,0.9,0.5373839005344261,0.5373383306063315,0.5286366789303364
340.83375547858265,0.2872,1.0,0.5465149398350141,0.5496713806489208,0.5381672061696973
340.83375547858265,0.2872,1.1,0.5535384658233846,0.5596119526367308,0.5459338969611924
340.83375547858265,0.5,0.4,0.44505212277590006,0.4132866154858871,0.4471183979892313
